,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
28,4367,1540,0.006469094,111767,transactions ,"( which for convenience the author calls the "" enclosed space , "" ) marking the boundary of an irregular",mass,mass,", which is the only part of the earth 's surface that appears to have a sensible effect on the",N,GEO,None,S,DP NP,,JJ,WDT,GEOLOGY,,"(_( which_WDT for_IN convenience_NN the_DT author_NN calls_VVZ the_DT ""_`` enclosed_VVN space_NN ,_, ""_'' )_) marking_VVG the_DT boundary_NN of_IN an_DT irregular_JJ",mass_NN,",_, which_WDT is_VBZ the_DT only_JJ part_NN of_IN the_DT earth_NN 's_POS surface_NN that_WDT appears_VVZ to_TO have_VH a_DT sensible_JJ effect_NN on_IN the_DT",John Henry Pratt,J.H.Pratt,228,"On the Attraction of the Himalaya Mountains, and of the Elevated Region beyond Them, upon the Plumb-Line in India",2562,fla,1854,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4366,23119014,23119014.0
29,15174,4441,0.006709001,rsta_1903_0010,rsta,doubt for a considerable period and under exceptionally favourable circumstances . Had not the subterranean pressures increased and driven the,mass,mass,"upwards , and the temperatures at greater depths been so high as to render the ascending forces irrepressible , the",N,GEO,None,S,DP NP,,DT,RB,GEOLOGY,,doubt_NN for_IN a_DT considerable_JJ period_NN and_CC under_IN exceptionally_RB favourable_JJ circumstances_NNS ._SENT Had_VHD not_RB the_DT subterranean_JJ pressures_NNS increased_VVN and_CC driven_VVN the_DT,mass_NN,"upwards_RB ,_, and_CC the_DT temperatures_NNS at_IN greater_JJR depths_NNS been_VBN so_RB high_JJ as_RB to_TO render_VV the_DT ascending_VVG forces_NNS irrepressible_JJ ,_, the_DT","Tempest Anderson, M. D., B. Sc., F. G. S.|John S. Flett, M. A., D. Sc., F. R. S. E.",T.Anderson,160,"IX. Report on the eruptions of the soufri\#xE8;re, St. Vincent, 1902, and on a visit to Montagne Pel\#xE8;e, in Martinique. -Part I.",128694,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15173,61843101,61843101.0
30,15026,4299,0.006777723,rsta_1903_0007,rsta,", x 1000 . [ 251 ] VII . The Stability of the Pear-Shaped Figure of Equilibrium of a Rotating",mass,mass,"of Liquid . By G. H. Darwin , F.R.S. , Plumian Professor and Fellow of Trinity College , in the",N,F,None,S,NP 'of',,VVG,IN,PHYSICS,,",_, x_LS 1000_CD ._SENT [_SYM 251_CD ]_SYM VII_NP ._SENT The_DT Stability_NP of_IN the_DT Pear-Shaped_JJ Figure_NN of_IN Equilibrium_NN of_IN a_DT Rotating_VVG",Mass_NP,"of_IN Liquid_NP ._SENT By_IN G._NP H._NP Darwin_NP ,_, F.R.S._NP ,_, Plumian_NP Professor_NP and_CC Fellow_NP of_IN Trinity_NP College_NP ,_, in_IN the_DT","G. H. Darwin, F. R. S.",G.H.Darwin,291,VII. The stability of the pear-shaped figure of equilibrium of a rotating mass of liquid.,27614,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15025,61685161,61685161.0
31,11906,3927,0.006890116999999999,rspl_1888_0067,rspl,being spheres . The object of all these investigations is to apply the formulae to a concrete example . The,mass,mass,"of the system is therefore taken as equal to that of the sun , and the limit of the swarm",M,S,None,S,NP 'of',,DT,IN,ASTRONOMY,,being_VBG spheres_NNS ._SENT The_DT object_NN of_IN all_PDT these_DT investigations_NNS is_VBZ to_TO apply_VV the_DT formulae_NNS to_TO a_DT concrete_JJ example_NN ._SENT The_DT,mass_NN,"of_IN the_DT system_NN is_VBZ therefore_RB taken_VVN as_RB equal_JJ to_TO that_DT of_IN the_DT sun_NN ,_, and_CC the_DT limit_NN of_IN the_DT swarm_NN","G. H. Darwin, LL. D., F. R. S.",G.H.Darwin,152,"II. On the mechanical conditions of a swarm of meteorites, and on theories of Cosmogony.",7442,abstract,1888,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11905,46563973,46563973.0
32,11303,3736,0.007286186,rstl_1885_0002,rstl,". ) . It also takes in the lower face , with the tongue ( tg . ) . The",mass,mass,"of soft tissue under the olfactory lobes will be differentiated into the cribriform plate , the olfactory nerves passing through",N,BIO,None,S,NP 'of',,DT,IN,BIOLOGY,,"._SENT )_) ._SENT It_PP also_RB takes_VVZ in_IN the_DT lower_JJR face_NN ,_, with_IN the_DT tongue_NN (_( tg_NN ._SENT )_) ._SENT The_DT",mass_NN,"of_IN soft_JJ tissue_NN under_IN the_DT olfactory_JJ lobes_NNS will_MD be_VB differentiated_VVN into_IN the_DT cribriform_JJ plate_NN ,_, the_DT olfactory_JJ nerves_NNS passing_VVG through_IN","William Kitchen Parker, F. R. S.",W.K.Parker,457,II. On the structure and development of the skull in the mammalia.\#x2014;Part III. Insectivora.,107540,article,1885,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11302,44262563,44262563.0
33,12651,4070,0.0074750269999999995,rsta_1891_0011,rsta,"a certain period o\#177 ; their formation , become covered with a cold , non-luminous crust . If the glowing",mass,mass,"bursts forth , the chemical combinations which have formed on the surface , under the influence of a low temperature",N,S,None,S,DP NP,,JJ,NNS,ASTRONOMY,,"a_DT certain_JJ period_NN o\#177_JJ ;_: their_PP$ formation_NN ,_, become_VV covered_VVN with_IN a_DT cold_JJ ,_, non-luminous_JJ crust_NN ._SENT If_IN the_DT glowing_JJ",mass_NN,"bursts_NNS forth_RB ,_, the_DT chemical_NN combinations_NNS which_WDT have_VHP formed_VVN on_IN the_DT surface_NN ,_, under_IN the_DT influence_NN of_IN a_DT low_JJ temperature_NN","J. Norman Lockyer, F. R. S.",J.N.Lockyer,189,I. On the causes which produce the phenomena of new stars.,25933,article,1891,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=12650,49400966,49400966.0
34,6545,2482,0.007644634,112031,transactions ,"Thus , when the heated wire is enveloped in a considerable body of gun-cotton , the ignition of the entire",mass,mass,"is apparently not instantaneous , if attempted in a highly rarefied atmosphere , because the products of the combustion first",N,MAT,None,S,DP NP,,JJ,VBZ,CHEMISTRY,,"Thus_RB ,_, when_WRB the_DT heated_JJ wire_NN is_VBZ enveloped_VVN in_IN a_DT considerable_JJ body_NN of_IN gun-cotton_NN ,_, the_DT ignition_NN of_IN the_DT entire_JJ",mass_NN,"is_VBZ apparently_RB not_RB instantaneous_JJ ,_, if_IN attempted_VVN in_IN a_DT highly_RB rarefied_VVN atmosphere_NN ,_, because_IN the_DT products_NNS of_IN the_DT combustion_NN first_RB",F. A. Abel,F.A.Abel,209,On Some Phenomena Exhibited by Gun-Cotton and Gunpowder under Special Conditions of Exposure to Heat,8879,fla,1863,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6544,27933135,27933135.0
35,17824,4638,0.007726379,rsta_1914_0011,rsta,"but little difference . The vibrations of greatest wave-length are put in evidence , both in the compressible and incompressible",mass,mass,", by the displacement of the surface . A vibration in which the displacement is proportional to a zonal harmonic",N,S,None,S,DP NP,,JJ,IN,ASTRONOMY,,"but_CC little_JJ difference_NN ._SENT The_DT vibrations_NN of_IN greatest_JJS wave-length_NN are_VBP put_VVN in_IN evidence_NN ,_, both_CC in_IN the_DT compressible_JJ and_CC incompressible_JJ",mass_NN,",_, by_IN the_DT displacement_NN of_IN the_DT surface_NN ._SENT A_DT vibration_NN in_IN which_WDT the_DT displacement_NN is_VBZ proportional_JJ to_TO a_DT zonal_JJ harmonic_JJ","J. H. Jeans, M. A., F. R. S.",J.H.Jeans,326,XI. Gravitational instability and the nebular hypothesis.,10009,article,1914,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=17823,73783875,73783875.0
36,4025,1478,0.008012553,108415,transactions ,"9 and 10 . ) . Here , then , the posterior grey substance again consists only of a single",mass,mass,", and again , also , the stubstantia gelatinosa extends uninterruptedly and nearly horizontally across from side to side .",N,BIO,None,S,DP NP,,JJ,IN,BIOLOGY,,"9_CD and_CC 10_CD ._SENT )_) ._SENT Here_RB ,_, then_RB ,_, the_DT posterior_JJ grey_NN substance_NN again_RB consists_VVZ only_RB of_IN a_DT single_JJ",mass_NN,",_, and_CC again_RB ,_, also_RB ,_, the_DT stubstantia_NN gelatinosa_NN extends_VVZ uninterruptedly_RB and_CC nearly_RB horizontally_RB across_IN from_IN side_NN to_TO side_NN ._SENT",J. Lockhart Clarke,J.Lockhart,173,Researches into the Structure of the Spinal Chord,7037,fla,1851,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4024,22365697,22365697.0
37,5411,1993,0.008163481,108660,transactions ,"Allowing the light from a window to fall upon the ice at a suitable incidence , the interior of the",mass,mass,"was found filled with little flower-shaped figures . Each flower had six petals , and at its centre was a",N,GEO,None,S,DP NP,,DT,VBD,GEOLOGY,,"Allowing_VVG the_DT light_NN from_IN a_DT window_NN to_TO fall_VV upon_IN the_DT ice_NN at_IN a_DT suitable_JJ incidence_NN ,_, the_DT interior_NN of_IN the_DT",mass_NN,"was_VBD found_VVN filled_VVN with_IN little_JJ flower-shaped_JJ figures_NNS ._SENT Each_DT flower_NN had_VHD six_CD petals_NNS ,_, and_CC at_IN its_PP$ centre_NN was_VBD a_DT",John Tyndall,J.Tyndall,270,On Some Physical Properties of Ice,10816,fla,1858,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5410,25056096,25056096.0
38,2332,554,0.008224248,107925,transactions ,derived from the centrifugal force by means of the equation f= B'A ' 10 . The level surfaces of the,mass,mass,"in equilibrium are properly the interior surfaces similar to the outer surface , and similarly posited about the common centre",N,F,None,S,DP NP,,DT,IN,ASTRONOMY,"IS TALKING ABOUT FORCES ON AN OBJECT, BUT THIS INSRANCE IS JUST TALKING ABOUT THE OBJECT ITSELF ",derived_VVN from_IN the_DT centrifugal_JJ force_NN by_IN means_NNS of_IN the_DT equation_NN f=_NP B'A_NP '_POS 10_CD ._SENT The_DT level_NN surfaces_VVZ of_IN the_DT,mass_NN,"in_IN equilibrium_NN are_VBP properly_RB the_DT interior_NN surfaces_VVZ similar_JJ to_TO the_DT outer_JJ surface_NN ,_, and_CC similarly_RB posited_VVN about_IN the_DT common_JJ centre_NN",James Ivory,J.Ivory,365,"On the Equilibrium of Fluids, and the Figure of a Homogeneous Planet in a Fluid State",15138,fla,1831,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2331,17249028,17249028.0
39,4528,1587,0.009202405,108509,transactions ,thirty-five different kinds of wood : TABLE I. Name of wood . ~Deportment of Deportment of Name of wood .,mass,mass,. structure Remarks . 1 . Beef-wood . Diamagnetic . Fibre equatorial . 2 . Black Ebony ... ... ...,N,MAT,None,S,NP,,SENT,SENT,PHYSICS,,thirty-five_CD different_JJ kinds_NNS of_IN wood_NN :_: TABLE_NN I._NN Name_NN of_IN wood_NN ._SENT ~Deportment_NN of_IN Deportment_NN of_IN Name_NN of_IN wood_NN ._SENT,mass_NN,._SENT structure_NN Remarks_NNS ._SENT 1_LS ._SENT Beef-wood_NN ._SENT Diamagnetic_JJ ._SENT Fibre_NN equatorial_NN ._SENT 2_LS ._SENT Black_NP Ebony_NP ..._: ..._: ..._:,John Tyndall,J.Tyndall,270,"The Bakerian Lecture:--On the Nature of the Force by Which Bodies Are Repelled from the Poles of a Magnet; to Which is Prefixed, an Account of Some Experiments on Molecular Influences",26358,fla,1855,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4527,23450144,23450144.0
40,10355,3437,0.00927909,rstl_1881_0001,rstl,"and more elegantly formed . The unossified auditory floor ( fig. 7 ) is now a more transverse , sub-oval",mass,mass,", and the projecting , descending lip of the floor is very small ( Plate 11 , figs. 7 and",N,BIO,None,S,DP NP,,JJ,CC,BIOLOGY,,"and_CC more_RBR elegantly_RB formed_VVN ._SENT The_DT unossified_JJ auditory_JJ floor_NN (_( fig._NN 7_CD )_) is_VBZ now_RB a_DT more_RBR transverse_JJ ,_, sub-oval_JJ",mass_NN,",_, and_CC the_DT projecting_VVG ,_, descending_VVG lip_NN of_IN the_DT floor_NN is_VBZ very_RB small_JJ (_( Plate_NP 11_CD ,_, figs._NP 7_CD and_CC","William Kitchen Parker, F. R. S.",W.K.Parker,457,I. On the structure and development of the the skull in the batrachia. \#x2014;Part III.,168854,article,1881,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10354,40861033,40861033.0
41,18033,4662,0.00952888,rspa_1915_0054,rspa,. It is clear therefore that the halogen atom cannot simply replace a hydrogen atom so that the centre of,mass,mass,of the former occupies the same position as the latter . This follows from the fact that the mass is,M,C,None,S,DP NP,centre of mass,IN,IN,PHYSICS,WHAT DID THEY THINK AT THIS TIME ABOUT THE CENTRE OF ATOMS?,._SENT It_PP is_VBZ clear_JJ therefore_RB that_IN the_DT halogen_NN atom_NN cannot_MD simply_RB replace_VV a_DT hydrogen_NN atom_NN so_RB that_IN the_DT centre_NN of_IN,mass_NN,of_IN the_DT former_JJ occupies_VVZ the_DT same_JJ position_NN as_IN the_DT latter_NN ._SENT This_DT follows_VVZ from_IN the_DT fact_NN that_IN the_DT mass_NN is_VBZ,"W. B. Hardy, F. R. S.",W.B.Hardy,116,An application of the principle of dynamical similitude to molecular physics.,5742,article,1915,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=18032,74640110,74640110.0
42,6269,2283,0.009551768,108851,transactions ,"tension is to separate the contiguous particles , and thus produce a finite fissure , or a discontinuity in the",mass,mass,. It is resisted by the normal cohesive power ; and in like manner the transverse or tangential action is,N,GEO,None,S,DP NP,,DT,SENT,GEOLOGY,,"tension_NN is_VBZ to_TO separate_VV the_DT contiguous_JJ particles_NNS ,_, and_CC thus_RB produce_VV a_DT finite_JJ fissure_NN ,_, or_CC a_DT discontinuity_NN in_IN the_DT",mass_NN,._SENT It_PP is_VBZ resisted_VVN by_IN the_DT normal_JJ cohesive_JJ power_NN ;_: and_CC in_IN like_IN manner_NN the_DT transverse_JJ or_CC tangential_JJ action_NN is_VBZ,William Hopkins,W.Hopkins,272,On the Theory of the Motion of Glaciers,38782,fla,1862,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6268,27583766,27583766.0
43,11717,3871,0.009585995,rsta_1887_0013,rsta,to mark ( in chain-dot ) on figs. 2 and 3 the outline of this Jacobian ellipsoid of the same,mass,mass,as the dumb- bell . The actual vertex of the ellipsoid just falls outside the limits to which it was,M,F,None,S,Comp,,JJ,IN,PHYSICS," DUMB-BELL GIVEN BY JACOBI ELLIPSOID, THIS FORMULA DOES DIFFERENTIATE MASS AND GIVES GRAVITATIONAL FIELD IN ANOTHER PART, SO I WOULD SAY IF THEY'RE REFERRING TO MASS HERE THEY'RE PROBABLY ACTUALLY REFERRING TO MAS ",to_TO mark_VV (_( in_IN chain-dot_VVP )_) on_IN figs._NP 2_CD and_CC 3_CD the_DT outline_NN of_IN this_DT Jacobian_JJ ellipsoid_NN of_IN the_DT same_JJ,mass_NN,as_IN the_DT dumb-_NN bell_NN ._SENT The_DT actual_JJ vertex_NN of_IN the_DT ellipsoid_NN just_RB falls_VVZ outside_IN the_DT limits_NNS to_TO which_WDT it_PP was_VBD,"G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11716,45997070,45997070.0
44,17151,4555,0.009855715,rspa_1912_0056,rspa,"of azomethine are not singular in the fact that gelation starts from centres , and only slowly involves the whole",mass,mass,", is proved by an observation made by me many years ago . A solution of silicic acid was dialysed",N,C,None,S,DP NP,,JJ,VBZ,CHEMISTRY,,"of_IN azomethine_NN are_VBP not_RB singular_JJ in_IN the_DT fact_NN that_IN gelation_NN starts_NNS from_IN centres_NNS ,_, and_CC only_RB slowly_RB involves_VVZ the_DT whole_JJ",mass_NN,",_, is_VBZ proved_VVN by_IN an_DT observation_NN made_VVN by_IN me_PP many_JJ years_NNS ago_RB ._SENT A_DT solution_NN of_IN silicic_JJ acid_NN was_VBD dialysed_VVN","W. B. Hardy, F. R. S.",W.B.Hardy,116,On the formation of a heat-reversible gel.,4576,article,1912,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=17150,70744936,70744936.0
45,10604,3568,0.009869546,rstl_1882_0005,rstl,to bear this stress . We are thus led to inquire how the stresses are distributed in the earth 's,mass,mass,", and what are their magnitudes . These points cannot be discussed without an hypothesis as to the interior constitution",M,GEO,None,S,DP NP,,NN's-POS,CC,GEOLOGY,,to_TO bear_VV this_DT stress_NN ._SENT We_PP are_VBP thus_RB led_VVN to_TO inquire_VV how_WRB the_DT stresses_NNS are_VBP distributed_VVN in_IN the_DT earth_NN 's_POS,mass_NN,",_, and_CC what_WP are_VBP their_PP$ magnitudes_NNS ._SENT These_DT points_NNS cannot_MD be_VB discussed_VVN without_IN an_DT hypothesis_NN as_RB to_TO the_DT interior_JJ constitution_NN","G. H. Darwin, F. R. S.",G.H.Darwin,291,IV. On the stresses caused in the interior of the earth by the weight of continents and mountains.,17206,article,1882,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10603,41619631,41619631.0
46,7718,2853,0.009886273000000001,109020,transactions ,"of which belongs to the "" ' atlas . "" Outside the carotid groove the periotic portion of the investing",mass,mass,"becomes scooped into an oblong rounded sulcus . This sulcus has only a low wall in front , but is",N,BIO,None,S,DP NP,,VVG,VVZ,BIOLOGY,,"of_IN which_WDT belongs_VVZ to_TO the_DT ""_`` '_POS atlas_NN ._SENT ""_'' Outside_IN the_DT carotid_JJ groove_NN the_DT periotic_JJ portion_NN of_IN the_DT investing_VVG",mass_NN,"becomes_VVZ scooped_VVD into_IN an_DT oblong_JJ rounded_JJ sulcus_NN ._SENT This_DT sulcus_NN has_VHZ only_RB a_DT low_JJ wall_NN in_IN front_NN ,_, but_CC is_VBZ",William Kitchen Parker,W.K.Parker,107,On the Structure and Development of the Skull of the Common Fowl (Gallus domesticus),31829,fla,1869,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7717,31930057,31930057.0
47,8690,3113,0.010450892,rstl_1874_0003,rstl,"its outline is not so clearly defined as I could have wished , owing to the density of the vegetable",mass,mass,"in which it is imbedded . I see traces of the lateral grooves , especially at k , but these",N,BIO,None,S,DP NP,,NN,IN,BIOLOGY,"Density has the components of mass and volume, while weight is concerned with mass and gravity. 2.","its_PP$ outline_NN is_VBZ not_RB so_RB clearly_RB defined_VVN as_IN I_PP could_MD have_VH wished_VVN ,_, owing_VVG to_TO the_DT density_NN of_IN the_DT vegetable_NN",mass_NN,"in_IN which_WDT it_PP is_VBZ imbedded_VVN ._SENT I_PP see_VVP traces_NNS of_IN the_DT lateral_JJ grooves_NNS ,_, especially_RB at_IN k_NN ,_, but_CC these_DT","W. C. Williamson, F. R. S.",W.C.Williamson,174,III. On the organization of the fossil plants of the coal-measures.\#x2014;Part V. Asterophyllites.,25497,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8689,34909291,34909291.0
